"state_alpha","GEOID","crop","yield_prediction","drought_prediction"
"MT","30045","OATS",1,1
"MT","30045","WHEAT",1,1
"MT","30047","BARLEY",1,1
"MT","30047","OATS",1,1
"MT","30047","WHEAT",1,1
"ND","38009","BARLEY",1,1
"ND","38009","CORN",1,1
"ND","38009","SOYBEANS",1,1
"ND","38017","BARLEY",1,NA
"ND","38017","CORN",1,1
"ND","38017","SOYBEANS",1,1
"ND","38025","BARLEY",1,1
"ND","38025","CORN",1,1
"ND","38025","WHEAT",1,1
"ND","38027","BARLEY",1,1
"ND","38027","CORN",1,1
"ND","38027","SOYBEANS",1,1
"ND","38031","BARLEY",1,NA
"ND","38031","CORN",1,1
"ND","38031","SOYBEANS",1,1
"ND","38039","BARLEY",1,1
"ND","38039","CORN",1,1
"ND","38039","SOYBEANS",1,1
"ND","38047","BARLEY",1,1
"ND","38047","CORN",1,1
"ND","38047","SOYBEANS",1,1
"ND","38051","BARLEY",1,1
"ND","38051","CORN",1,1
"ND","38051","SOYBEANS",1,1
"ND","38053","BARLEY",1,1
"ND","38053","CORN",1,1
"ND","38053","SUGARBEETS",1,NA
"ND","38063","BARLEY",1,NA
"ND","38063","CORN",1,NA
"ND","38063","SOYBEANS",1,1
"ND","38069","BARLEY",1,1
"ND","38069","CORN",1,1
"ND","38069","SOYBEANS",1,1
"ND","38071","BARLEY",1,1
"ND","38071","CORN",1,1
"ND","38071","SOYBEANS",1,1
"ND","38091","BARLEY",1,NA
"ND","38091","CORN",1,1
"ND","38091","SOYBEANS",1,1
"OR","41061","BARLEY",1,1
"OR","41061","SUGARBEETS",1,NA
"OR","41061","WHEAT",1,1
"VA","51139","BARLEY",1,1
"VA","51139","CORN",1,1
"VA","51139","SOYBEANS",1,1
"VA","51171","BARLEY",1,1
"VA","51171","CORN",1,1
"VA","51171","SOYBEANS",1,1
"AL","01005","CORN",1,1
"AL","01005","COTTON",1,1
"AL","01005","PEANUTS",1,1
"AL","01015","CORN",1,1
"AL","01015","COTTON",1,1
"AL","01015","SOYBEANS",1,1
"AL","01019","CORN",1,1
"AL","01019","COTTON",1,1
"AL","01019","SOYBEANS",1,1
"AL","01031","CORN",1,1
"AL","01031","COTTON",1,1
"AL","01031","PEANUTS",1,1
"AL","01033","CORN",1,1
"AL","01033","COTTON",1,1
"AL","01033","SOYBEANS",1,1
"AL","01039","CORN",1,1
"AL","01039","COTTON",1,1
"AL","01039","PEANUTS",1,1
"AL","01045","CORN",1,1
"AL","01045","COTTON",1,1
"AL","01045","PEANUTS",1,1
"AL","01047","CORN",1,1
"AL","01047","COTTON",1,1
"AL","01047","SOYBEANS",1,1
"AL","01055","CORN",1,1
"AL","01055","COTTON",1,1
"AL","01055","SOYBEANS",1,1
"AL","01061","CORN",1,1
"AL","01061","COTTON",1,1
"AL","01061","PEANUTS",1,1
"AL","01067","CORN",1,1
"AL","01067","COTTON",1,1
"AL","01067","PEANUTS",1,1
"AL","01077","CORN",1,1
"AL","01077","COTTON",1,1
"AL","01077","SOYBEANS",1,1
"AL","01079","CORN",1,1
"AL","01079","COTTON",1,1
"AL","01079","SOYBEANS",1,1
"AL","01083","CORN",1,1
"AL","01083","COTTON",1,1
"AL","01083","SOYBEANS",1,1
"AL","01089","CORN",1,1
"AL","01089","COTTON",1,1
"AL","01089","SOYBEANS",1,1
"AL","01099","CORN",1,1
"AL","01099","COTTON",1,1
"AL","01099","PEANUTS",1,1
"AL","01109","CORN",1,1
"AL","01109","COTTON",1,1
"AL","01109","PEANUTS",1,1
"AL","01121","CORN",1,1
"AL","01121","COTTON",1,1
"AL","01121","SOYBEANS",1,1
"AL","01125","CORN",1,1
"AL","01125","COTTON",1,1
"AL","01125","SOYBEANS",1,1
"AR","05001","CORN",1,NA
"AR","05001","SOYBEANS",1,NA
"AR","05001","WHEAT",1,NA
"AR","05017","CORN",1,NA
"AR","05017","COTTON",1,NA
"AR","05017","SOYBEANS",1,1
"AR","05029","CORN",1,1
"AR","05029","SOYBEANS",1,1
"AR","05029","WHEAT",1,NA
"AR","05043","CORN",1,NA
"AR","05043","COTTON",1,NA
"AR","05043","SOYBEANS",1,1
"AR","05055","CORN",1,NA
"AR","05055","SOYBEANS",1,NA
"AR","05055","WHEAT",1,NA
"AR","05067","CORN",1,1
"AR","05067","SOYBEANS",1,1
"AR","05067","WHEAT",1,NA
"AR","05085","CORN",1,NA
"AR","05085","SOYBEANS",1,NA
"AR","05085","WHEAT",1,NA
"AR","05093","CORN",1,NA
"AR","05093","COTTON",1,NA
"AR","05093","SOYBEANS",1,1
"AR","05117","CORN",1,NA
"AR","05117","SOYBEANS",1,1
"AR","05117","WHEAT",1,NA
"AR","05147","CORN",1,1
"AR","05147","SOYBEANS",1,1
"AR","05147","WHEAT",1,NA
"CO","08061","CORN",1,1
"CO","08061","SORGHUM",1,1
"CO","08061","WHEAT",1,1
"CO","08075","CORN",1,1
"CO","08075","SUGARBEETS",1,NA
"CO","08075","WHEAT",1,1
"CO","08095","CORN",1,1
"CO","08095","SUGARBEETS",1,NA
"CO","08095","WHEAT",1,1
"CO","08099","CORN",1,1
"CO","08099","SORGHUM",1,1
"CO","08099","WHEAT",1,1
"CO","08115","CORN",1,1
"CO","08115","SUGARBEETS",1,NA
"CO","08115","WHEAT",1,1
"CO","08121","CORN",1,1
"CO","08121","SUGARBEETS",1,NA
"CO","08121","WHEAT",1,1
"CO","08125","CORN",1,NA
"CO","08125","SUGARBEETS",1,NA
"CO","08125","WHEAT",1,1
"GA","13003","CORN",1,1
"GA","13003","COTTON",1,1
"GA","13003","PEANUTS",1,1
"GA","13007","CORN",1,1
"GA","13007","COTTON",1,1
"GA","13007","PEANUTS",1,1
"GA","13017","CORN",1,NA
"GA","13017","COTTON",1,1
"GA","13017","PEANUTS",1,1
"GA","13019","CORN",1,1
"GA","13019","COTTON",1,1
"GA","13019","PEANUTS",1,1
"GA","13023","CORN",1,1
"GA","13023","COTTON",1,1
"GA","13023","PEANUTS",1,1
"GA","13037","CORN",1,1
"GA","13037","COTTON",1,1
"GA","13037","PEANUTS",1,1
"GA","13071","CORN",1,1
"GA","13071","COTTON",1,1
"GA","13071","PEANUTS",1,NA
"GA","13075","CORN",1,1
"GA","13075","COTTON",1,1
"GA","13075","PEANUTS",1,1
"GA","13087","CORN",1,1
"GA","13087","COTTON",1,1
"GA","13087","PEANUTS",1,1
"GA","13099","CORN",1,1
"GA","13099","COTTON",1,1
"GA","13099","PEANUTS",1,1
"GA","13155","CORN",1,1
"GA","13155","COTTON",1,1
"GA","13155","PEANUTS",1,1
"GA","13161","CORN",1,1
"GA","13161","COTTON",1,1
"GA","13161","PEANUTS",1,1
"GA","13197","CORN",1,1
"GA","13197","PEANUTS",1,1
"GA","13197","SOYBEANS",1,1
"GA","13201","CORN",1,1
"GA","13201","COTTON",1,1
"GA","13201","PEANUTS",1,1
"GA","13205","CORN",1,1
"GA","13205","COTTON",1,1
"GA","13205","PEANUTS",1,1
"GA","13229","CORN",1,1
"GA","13229","COTTON",1,1
"GA","13229","SOYBEANS",1,1
"GA","13261","CORN",1,1
"GA","13261","COTTON",1,1
"GA","13261","PEANUTS",1,1
"GA","13287","CORN",1,1
"GA","13287","COTTON",1,1
"GA","13287","PEANUTS",1,1
"GA","13299","CORN",1,1
"GA","13299","COTTON",1,1
"GA","13299","SOYBEANS",1,1
"GA","13315","CORN",1,NA
"GA","13315","COTTON",1,1
"GA","13315","PEANUTS",1,1
"GA","13321","CORN",1,1
"GA","13321","COTTON",1,1
"GA","13321","PEANUTS",1,1
"ID","16001","CORN",1,NA
"ID","16001","SUGARBEETS",1,NA
"ID","16001","WHEAT",1,1
"IL","17001","CORN",1,1
"IL","17001","SOYBEANS",1,1
"IL","17001","WHEAT",1,NA
"IL","17003","CORN",1,1
"IL","17003","SOYBEANS",1,NA
"IL","17003","WHEAT",1,NA
"IL","17005","CORN",1,1
"IL","17005","SOYBEANS",1,1
"IL","17005","WHEAT",1,NA
"IL","17007","CORN",1,1
"IL","17007","SOYBEANS",1,1
"IL","17007","WHEAT",1,NA
"IL","17009","CORN",1,1
"IL","17009","SOYBEANS",1,1
"IL","17009","WHEAT",1,1
"IL","17011","CORN",1,1
"IL","17011","SOYBEANS",1,1
"IL","17011","WHEAT",1,NA
"IL","17013","CORN",1,1
"IL","17013","SOYBEANS",1,1
"IL","17013","WHEAT",1,NA
"IL","17015","CORN",1,1
"IL","17015","SOYBEANS",1,1
"IL","17015","WHEAT",1,NA
"IL","17017","CORN",1,1
"IL","17017","SOYBEANS",1,1
"IL","17017","WHEAT",1,NA
"IL","17019","CORN",1,1
"IL","17019","SOYBEANS",1,1
"IL","17019","WHEAT",1,NA
"IL","17021","CORN",1,1
"IL","17021","SOYBEANS",1,NA
"IL","17021","WHEAT",1,NA
"IL","17023","CORN",1,1
"IL","17023","SOYBEANS",1,1
"IL","17023","WHEAT",1,NA
"IL","17025","CORN",1,1
"IL","17025","SOYBEANS",1,1
"IL","17025","WHEAT",1,NA
"IL","17027","CORN",1,1
"IL","17027","SOYBEANS",1,1
"IL","17027","WHEAT",1,NA
"IL","17033","CORN",1,1
"IL","17033","SOYBEANS",1,1
"IL","17033","WHEAT",1,NA
"IL","17035","CORN",1,1
"IL","17035","SOYBEANS",1,1
"IL","17035","WHEAT",1,NA
"IL","17045","CORN",1,1
"IL","17045","SOYBEANS",1,1
"IL","17045","WHEAT",1,NA
"IL","17047","CORN",1,1
"IL","17047","SOYBEANS",1,1
"IL","17047","WHEAT",1,1
"IL","17049","CORN",1,1
"IL","17049","SOYBEANS",1,NA
"IL","17049","WHEAT",1,NA
"IL","17051","CORN",1,1
"IL","17051","SOYBEANS",1,1
"IL","17051","WHEAT",1,NA
"IL","17053","CORN",1,1
"IL","17053","SOYBEANS",1,1
"IL","17053","WHEAT",1,NA
"IL","17055","CORN",1,1
"IL","17055","SOYBEANS",1,1
"IL","17055","WHEAT",1,NA
"IL","17057","CORN",1,1
"IL","17057","SOYBEANS",1,1
"IL","17057","WHEAT",1,1
"IL","17059","CORN",1,1
"IL","17059","SOYBEANS",1,1
"IL","17059","WHEAT",1,NA
"IL","17061","CORN",1,1
"IL","17061","SOYBEANS",1,NA
"IL","17061","WHEAT",1,NA
"IL","17065","CORN",1,1
"IL","17065","SOYBEANS",1,1
"IL","17065","WHEAT",1,NA
"IL","17067","CORN",1,1
"IL","17067","SOYBEANS",1,NA
"IL","17067","WHEAT",1,NA
"IL","17075","CORN",1,1
"IL","17075","SOYBEANS",1,1
"IL","17075","WHEAT",1,NA
"IL","17077","CORN",1,1
"IL","17077","SOYBEANS",1,1
"IL","17077","WHEAT",1,NA
"IL","17079","CORN",1,1
"IL","17079","SOYBEANS",1,1
"IL","17079","WHEAT",1,NA
"IL","17081","CORN",1,1
"IL","17081","SOYBEANS",1,1
"IL","17081","WHEAT",1,NA
"IL","17083","CORN",1,1
"IL","17083","SOYBEANS",1,NA
"IL","17083","WHEAT",1,NA
"IL","17089","CORN",1,1
"IL","17089","SOYBEANS",1,1
"IL","17089","WHEAT",1,NA
"IL","17091","CORN",1,1
"IL","17091","SOYBEANS",1,1
"IL","17091","WHEAT",1,NA
"IL","17095","CORN",1,1
"IL","17095","SOYBEANS",1,1
"IL","17095","WHEAT",1,NA
"IL","17097","CORN",1,1
"IL","17097","SOYBEANS",1,1
"IL","17097","WHEAT",1,NA
"IL","17099","CORN",1,1
"IL","17099","SOYBEANS",1,1
"IL","17099","WHEAT",1,NA
"IL","17101","CORN",1,1
"IL","17101","SOYBEANS",1,1
"IL","17101","WHEAT",1,NA
"IL","17103","CORN",1,1
"IL","17103","SOYBEANS",1,1
"IL","17103","WHEAT",1,NA
"IL","17105","CORN",1,1
"IL","17105","SOYBEANS",1,1
"IL","17105","WHEAT",1,NA
"IL","17111","CORN",1,1
"IL","17111","SOYBEANS",1,1
"IL","17111","WHEAT",1,1
"IL","17113","CORN",1,1
"IL","17113","SOYBEANS",1,1
"IL","17113","WHEAT",1,NA
"IL","17117","CORN",1,1
"IL","17117","SOYBEANS",1,1
"IL","17117","WHEAT",1,NA
"IL","17119","CORN",1,1
"IL","17119","SOYBEANS",1,1
"IL","17119","WHEAT",1,NA
"IL","17121","CORN",1,1
"IL","17121","SOYBEANS",1,1
"IL","17121","WHEAT",1,NA
"IL","17123","CORN",1,1
"IL","17123","SOYBEANS",1,1
"IL","17123","WHEAT",1,1
"IL","17125","CORN",1,1
"IL","17125","SOYBEANS",1,1
"IL","17125","WHEAT",1,NA
"IL","17127","CORN",1,1
"IL","17127","SOYBEANS",1,1
"IL","17127","WHEAT",1,NA
"IL","17129","CORN",1,1
"IL","17129","SOYBEANS",1,1
"IL","17129","WHEAT",1,NA
"IL","17133","CORN",1,1
"IL","17133","SOYBEANS",1,1
"IL","17133","WHEAT",1,NA
"IL","17135","CORN",1,1
"IL","17135","SOYBEANS",1,1
"IL","17135","WHEAT",1,NA
"IL","17137","CORN",1,1
"IL","17137","SOYBEANS",1,1
"IL","17137","WHEAT",1,1
"IL","17141","CORN",1,1
"IL","17141","SOYBEANS",1,1
"IL","17141","WHEAT",1,NA
"IL","17143","CORN",1,1
"IL","17143","SOYBEANS",1,1
"IL","17143","WHEAT",1,1
"IL","17145","CORN",1,1
"IL","17145","SOYBEANS",1,1
"IL","17145","WHEAT",1,NA
"IL","17149","CORN",1,1
"IL","17149","SOYBEANS",1,1
"IL","17149","WHEAT",1,NA
"IL","17153","CORN",1,1
"IL","17153","SOYBEANS",1,1
"IL","17153","WHEAT",1,NA
"IL","17159","CORN",1,1
"IL","17159","SOYBEANS",1,1
"IL","17159","WHEAT",1,NA
"IL","17163","CORN",1,1
"IL","17163","SOYBEANS",1,1
"IL","17163","WHEAT",1,NA
"IL","17165","CORN",1,1
"IL","17165","SOYBEANS",1,1
"IL","17165","WHEAT",1,NA
"IL","17167","CORN",1,1
"IL","17167","SOYBEANS",1,NA
"IL","17167","WHEAT",1,NA
"IL","17169","CORN",1,1
"IL","17169","SOYBEANS",1,1
"IL","17169","WHEAT",1,NA
"IL","17171","CORN",1,1
"IL","17171","SOYBEANS",1,1
"IL","17171","WHEAT",1,NA
"IL","17173","CORN",1,1
"IL","17173","SOYBEANS",1,1
"IL","17173","WHEAT",1,NA
"IL","17179","CORN",1,1
"IL","17179","SOYBEANS",1,NA
"IL","17179","WHEAT",1,1
"IL","17181","CORN",1,1
"IL","17181","SOYBEANS",1,1
"IL","17181","WHEAT",1,NA
"IL","17183","CORN",1,1
"IL","17183","SOYBEANS",1,1
"IL","17183","WHEAT",1,NA
"IL","17185","CORN",1,1
"IL","17185","SOYBEANS",1,1
"IL","17185","WHEAT",1,NA
"IL","17189","CORN",1,1
"IL","17189","SOYBEANS",1,1
"IL","17189","WHEAT",1,NA
"IL","17193","CORN",1,1
"IL","17193","SOYBEANS",1,1
"IL","17193","WHEAT",1,NA
"IL","17195","CORN",1,1
"IL","17195","SOYBEANS",1,1
"IL","17195","WHEAT",1,NA
"IL","17197","CORN",1,1
"IL","17197","SOYBEANS",1,1
"IL","17197","WHEAT",1,NA
"IL","17203","CORN",1,1
"IL","17203","SOYBEANS",1,1
"IL","17203","WHEAT",1,NA
"IN","18001","CORN",1,1
"IN","18001","SOYBEANS",1,1
"IN","18001","WHEAT",1,NA
"IN","18003","CORN",1,1
"IN","18003","SOYBEANS",1,1
"IN","18003","WHEAT",1,NA
"IN","18005","CORN",1,1
"IN","18005","SOYBEANS",1,1
"IN","18005","WHEAT",1,NA
"IN","18011","CORN",1,1
"IN","18011","SOYBEANS",1,1
"IN","18011","WHEAT",1,NA
"IN","18015","CORN",1,1
"IN","18015","SOYBEANS",1,1
"IN","18015","WHEAT",1,NA
"IN","18017","CORN",1,1
"IN","18017","SOYBEANS",1,1
"IN","18017","WHEAT",1,NA
"IN","18019","CORN",1,1
"IN","18019","SOYBEANS",1,1
"IN","18019","WHEAT",1,NA
"IN","18021","CORN",1,1
"IN","18021","SOYBEANS",1,1
"IN","18021","WHEAT",1,NA
"IN","18023","CORN",1,1
"IN","18023","SOYBEANS",1,NA
"IN","18023","WHEAT",1,NA
"IN","18027","CORN",1,1
"IN","18027","SOYBEANS",1,1
"IN","18027","WHEAT",1,1
"IN","18031","CORN",1,1
"IN","18031","SOYBEANS",1,1
"IN","18031","WHEAT",1,NA
"IN","18033","CORN",1,1
"IN","18033","SOYBEANS",1,1
"IN","18033","WHEAT",1,NA
"IN","18035","CORN",1,1
"IN","18035","SOYBEANS",1,NA
"IN","18035","WHEAT",1,NA
"IN","18037","CORN",1,1
"IN","18037","SOYBEANS",1,1
"IN","18037","WHEAT",1,NA
"IN","18039","CORN",1,1
"IN","18039","SOYBEANS",1,NA
"IN","18039","WHEAT",1,1
"IN","18047","CORN",1,1
"IN","18047","SOYBEANS",1,1
"IN","18047","WHEAT",1,NA
"IN","18049","CORN",1,1
"IN","18049","SOYBEANS",1,NA
"IN","18049","WHEAT",1,NA
"IN","18051","CORN",1,1
"IN","18051","SOYBEANS",1,1
"IN","18051","WHEAT",1,NA
"IN","18053","CORN",1,1
"IN","18053","SOYBEANS",1,NA
"IN","18053","WHEAT",1,NA
"IN","18057","CORN",1,1
"IN","18057","SOYBEANS",1,NA
"IN","18057","WHEAT",1,1
"IN","18059","CORN",1,1
"IN","18059","SOYBEANS",1,1
"IN","18059","WHEAT",1,NA
"IN","18061","CORN",1,1
"IN","18061","SOYBEANS",1,1
"IN","18061","WHEAT",1,NA
"IN","18063","CORN",1,1
"IN","18063","SOYBEANS",1,1
"IN","18063","WHEAT",1,NA
"IN","18065","CORN",1,1
"IN","18065","SOYBEANS",1,1
"IN","18065","WHEAT",1,NA
"IN","18067","CORN",1,NA
"IN","18067","SOYBEANS",1,NA
"IN","18067","WHEAT",1,NA
"IN","18069","CORN",1,1
"IN","18069","SOYBEANS",1,NA
"IN","18069","WHEAT",1,NA
"IN","18071","CORN",1,1
"IN","18071","SOYBEANS",1,1
"IN","18071","WHEAT",1,NA
"IN","18075","CORN",1,1
"IN","18075","SOYBEANS",1,1
"IN","18075","WHEAT",1,NA
"IN","18079","CORN",1,1
"IN","18079","SOYBEANS",1,1
"IN","18079","WHEAT",1,1
"IN","18081","CORN",1,1
"IN","18081","SOYBEANS",1,1
"IN","18081","WHEAT",1,NA
"IN","18083","CORN",1,1
"IN","18083","SOYBEANS",1,1
"IN","18083","WHEAT",1,NA
"IN","18085","CORN",1,1
"IN","18085","SOYBEANS",1,NA
"IN","18085","WHEAT",1,NA
"IN","18087","CORN",1,NA
"IN","18087","SOYBEANS",1,NA
"IN","18087","WHEAT",1,NA
"IN","18089","CORN",1,NA
"IN","18089","SOYBEANS",1,1
"IN","18089","WHEAT",1,1
"IN","18091","CORN",1,1
"IN","18091","SOYBEANS",1,1
"IN","18091","WHEAT",1,1
"IN","18095","CORN",1,1
"IN","18095","SOYBEANS",1,NA
"IN","18095","WHEAT",1,NA
"IN","18103","CORN",1,1
"IN","18103","SOYBEANS",1,NA
"IN","18103","WHEAT",1,NA
"IN","18107","CORN",1,1
"IN","18107","SOYBEANS",1,1
"IN","18107","WHEAT",1,1
"IN","18113","CORN",1,1
"IN","18113","SOYBEANS",1,NA
"IN","18113","WHEAT",1,1
"IN","18119","CORN",1,1
"IN","18119","SOYBEANS",1,1
"IN","18119","WHEAT",1,1
"IN","18127","CORN",1,1
"IN","18127","SOYBEANS",1,1
"IN","18127","WHEAT",1,NA
"IN","18129","CORN",1,1
"IN","18129","SOYBEANS",1,1
"IN","18129","WHEAT",1,NA
"IN","18135","CORN",1,1
"IN","18135","SOYBEANS",1,1
"IN","18135","WHEAT",1,NA
"IN","18137","CORN",1,1
"IN","18137","SOYBEANS",1,1
"IN","18137","WHEAT",1,NA
"IN","18139","CORN",1,1
"IN","18139","SOYBEANS",1,1
"IN","18139","WHEAT",1,NA
"IN","18145","CORN",1,1
"IN","18145","SOYBEANS",1,1
"IN","18145","WHEAT",1,NA
"IN","18147","CORN",1,1
"IN","18147","SOYBEANS",1,1
"IN","18147","WHEAT",1,NA
"IN","18151","CORN",1,1
"IN","18151","SOYBEANS",1,1
"IN","18151","WHEAT",1,NA
"IN","18153","CORN",1,1
"IN","18153","SOYBEANS",1,1
"IN","18153","WHEAT",1,NA
"IN","18157","CORN",1,1
"IN","18157","SOYBEANS",1,1
"IN","18157","WHEAT",1,NA
"IN","18159","CORN",1,1
"IN","18159","SOYBEANS",1,NA
"IN","18159","WHEAT",1,NA
"IN","18163","CORN",1,1
"IN","18163","SOYBEANS",1,1
"IN","18163","WHEAT",1,NA
"IN","18169","CORN",1,1
"IN","18169","SOYBEANS",1,NA
"IN","18169","WHEAT",1,NA
"IN","18173","CORN",1,1
"IN","18173","SOYBEANS",1,1
"IN","18173","WHEAT",1,NA
"IN","18175","CORN",1,1
"IN","18175","SOYBEANS",1,1
"IN","18175","WHEAT",1,1
"IN","18177","CORN",1,1
"IN","18177","SOYBEANS",1,1
"IN","18177","WHEAT",1,NA
"IN","18179","CORN",1,1
"IN","18179","SOYBEANS",1,NA
"IN","18179","WHEAT",1,NA
"IN","18181","CORN",1,1
"IN","18181","SOYBEANS",1,1
"IN","18181","WHEAT",1,NA
"IN","18183","CORN",1,1
"IN","18183","SOYBEANS",1,1
"IN","18183","WHEAT",1,NA
"IA","19005","CORN",1,1
"IA","19005","OATS",1,1
"IA","19005","SOYBEANS",1,1
"IA","19009","CORN",1,1
"IA","19009","OATS",1,1
"IA","19009","SOYBEANS",1,1
"IA","19011","CORN",1,1
"IA","19011","OATS",1,NA
"IA","19011","SOYBEANS",1,1
"IA","19015","CORN",1,1
"IA","19015","OATS",1,NA
"IA","19015","SOYBEANS",1,1
"IA","19019","CORN",1,1
"IA","19019","OATS",1,1
"IA","19019","SOYBEANS",1,1
"IA","19043","CORN",1,1
"IA","19043","OATS",1,1
"IA","19043","SOYBEANS",1,1
"IA","19045","CORN",1,1
"IA","19045","OATS",1,NA
"IA","19045","SOYBEANS",1,1
"IA","19051","CORN",1,1
"IA","19051","OATS",1,NA
"IA","19051","SOYBEANS",1,1
"IA","19055","CORN",1,1
"IA","19055","OATS",1,1
"IA","19055","SOYBEANS",1,1
"IA","19061","CORN",1,1
"IA","19061","OATS",1,1
"IA","19061","SOYBEANS",1,1
"IA","19073","CORN",1,1
"IA","19073","OATS",1,NA
"IA","19073","SOYBEANS",1,1
"IA","19087","CORN",1,1
"IA","19087","OATS",1,NA
"IA","19087","SOYBEANS",1,1
"IA","19095","CORN",1,1
"IA","19095","OATS",1,1
"IA","19095","SOYBEANS",1,1
"IA","19097","CORN",1,1
"IA","19097","OATS",1,NA
"IA","19097","SOYBEANS",1,1
"IA","19099","CORN",1,1
"IA","19099","OATS",1,NA
"IA","19099","SOYBEANS",1,1
"IA","19103","CORN",1,1
"IA","19103","OATS",1,1
"IA","19103","SOYBEANS",1,1
"IA","19105","CORN",1,1
"IA","19105","OATS",1,NA
"IA","19105","SOYBEANS",1,1
"IA","19113","CORN",1,1
"IA","19113","OATS",1,NA
"IA","19113","SOYBEANS",1,1
"IA","19119","CORN",1,1
"IA","19119","OATS",1,1
"IA","19119","SOYBEANS",1,1
"IA","19139","CORN",1,1
"IA","19139","OATS",1,1
"IA","19139","SOYBEANS",1,1
"IA","19141","CORN",1,NA
"IA","19141","OATS",1,1
"IA","19141","SOYBEANS",1,NA
"IA","19149","CORN",1,1
"IA","19149","OATS",1,1
"IA","19149","SOYBEANS",1,1
"IA","19157","CORN",1,1
"IA","19157","OATS",1,NA
"IA","19157","SOYBEANS",1,1
"IA","19163","CORN",1,1
"IA","19163","OATS",1,NA
"IA","19163","SOYBEANS",1,1
"IA","19165","CORN",1,1
"IA","19165","OATS",1,NA
"IA","19165","SOYBEANS",1,1
"IA","19167","CORN",1,1
"IA","19167","OATS",1,1
"IA","19167","SOYBEANS",1,1
"IA","19169","CORN",1,1
"IA","19169","OATS",1,1
"IA","19169","SOYBEANS",1,1
"IA","19171","CORN",1,1
"IA","19171","OATS",1,NA
"IA","19171","SOYBEANS",1,1
"IA","19175","CORN",1,1
"IA","19175","OATS",1,1
"IA","19175","SOYBEANS",1,1
"IA","19177","CORN",1,1
"IA","19177","OATS",1,1
"IA","19177","SOYBEANS",1,1
"IA","19183","CORN",1,1
"IA","19183","OATS",1,1
"IA","19183","SOYBEANS",1,1
"IA","19191","CORN",1,1
"IA","19191","OATS",1,1
"IA","19191","SOYBEANS",1,1
"IA","19195","CORN",1,1
"IA","19195","OATS",1,1
"IA","19195","SOYBEANS",1,1
"KS","20001","CORN",1,1
"KS","20001","SOYBEANS",1,1
"KS","20001","WHEAT",1,NA
"KS","20003","CORN",1,1
"KS","20003","SOYBEANS",1,1
"KS","20003","WHEAT",1,NA
"KS","20005","CORN",1,1
"KS","20005","SOYBEANS",1,1
"KS","20005","WHEAT",1,NA
"KS","20011","CORN",1,1
"KS","20011","SOYBEANS",1,1
"KS","20011","WHEAT",1,NA
"KS","20013","CORN",1,1
"KS","20013","SOYBEANS",1,1
"KS","20013","WHEAT",1,NA
"KS","20017","CORN",1,1
"KS","20017","SOYBEANS",1,1
"KS","20017","WHEAT",1,NA
"KS","20019","CORN",1,1
"KS","20019","SOYBEANS",1,1
"KS","20019","WHEAT",1,1
"KS","20021","CORN",1,1
"KS","20021","SOYBEANS",1,1
"KS","20021","WHEAT",1,NA
"KS","20031","CORN",1,1
"KS","20031","SOYBEANS",1,1
"KS","20031","WHEAT",1,NA
"KS","20037","CORN",1,1
"KS","20037","SOYBEANS",1,1
"KS","20037","WHEAT",1,1
"KS","20039","CORN",1,1
"KS","20039","SORGHUM",1,1
"KS","20039","WHEAT",1,1
"KS","20045","CORN",1,1
"KS","20045","SOYBEANS",1,1
"KS","20045","WHEAT",1,1
"KS","20049","CORN",1,1
"KS","20049","SOYBEANS",1,1
"KS","20049","WHEAT",1,NA
"KS","20055","CORN",1,1
"KS","20055","SORGHUM",1,1
"KS","20055","WHEAT",1,1
"KS","20057","CORN",1,1
"KS","20057","SORGHUM",1,1
"KS","20057","WHEAT",1,1
"KS","20059","CORN",1,1
"KS","20059","SOYBEANS",1,1
"KS","20059","WHEAT",1,NA
"KS","20063","CORN",1,1
"KS","20063","SORGHUM",1,1
"KS","20063","WHEAT",1,1
"KS","20065","CORN",1,1
"KS","20065","SORGHUM",1,1
"KS","20065","WHEAT",1,1
"KS","20067","CORN",1,1
"KS","20067","SORGHUM",1,1
"KS","20067","WHEAT",1,1
"KS","20071","CORN",1,1
"KS","20071","SORGHUM",1,1
"KS","20071","WHEAT",1,1
"KS","20075","CORN",1,1
"KS","20075","SORGHUM",1,1
"KS","20075","WHEAT",1,1
"KS","20085","CORN",1,1
"KS","20085","SOYBEANS",1,1
"KS","20085","WHEAT",1,NA
"KS","20087","CORN",1,1
"KS","20087","SOYBEANS",1,1
"KS","20087","WHEAT",1,NA
"KS","20093","CORN",1,1
"KS","20093","SORGHUM",1,1
"KS","20093","WHEAT",1,1
"KS","20097","CORN",1,1
"KS","20097","SOYBEANS",1,1
"KS","20097","WHEAT",1,1
"KS","20101","CORN",1,1
"KS","20101","SORGHUM",1,1
"KS","20101","WHEAT",1,1
"KS","20109","CORN",1,1
"KS","20109","SORGHUM",1,1
"KS","20109","WHEAT",1,1
"KS","20111","CORN",1,1
"KS","20111","SOYBEANS",1,1
"KS","20111","WHEAT",1,NA
"KS","20117","CORN",1,1
"KS","20117","SOYBEANS",1,1
"KS","20117","WHEAT",1,NA
"KS","20119","CORN",1,1
"KS","20119","SORGHUM",1,1
"KS","20119","SOYBEANS",1,1
"KS","20125","CORN",1,1
"KS","20125","SOYBEANS",1,1
"KS","20125","WHEAT",1,1
"KS","20129","CORN",1,1
"KS","20129","SORGHUM",1,1
